label	cell_type
SC_96407_48_3	N	EC
SC_96407_45_43	N	EC
SC_96407_13_5	N	FB
SC_96407_52_8	N	EC
SC_96407_48_65	N	SMC
SC_96407_11_22	N	SMC
SC_96407_45_15	N	CM
SC_96407_13_18	N	FB
SC_96407_5_2	N	CM
SC_96407_16_40	N	FB
SC_96407_47_41	N	EC
SC_96407_52_52	N	EC
SC_96407_47_19	N	EC
SC_96407_53_71	N	CM
SC_96407_52_23	N	SMC
SC_96407_17_43	N	EC
SC_96407_47_17	N	SMC
SC_96407_46_9	N	EC
SC_96407_16_30	N	CM
SC_96407_46_70	N	CM
SC_96407_50_71	N	SMC
SC_96407_16_32	N	SMC
SC_96407_46_41	N	EC
SC_96407_50_16	N	FB
SC_96407_52_32	N	SMC
SC_96407_14_27	N	SMC
SC_96407_46_14	N	SMC
SC_96407_45_14	N	EC
SC_96407_10_25	N	EC
SC_96407_49_29	N	MP
SC_96407_17_57	N	EC
SC_96407_52_55	N	EC
SC_96407_51_35	N	EC
SC_96407_52_15	N	EC
SC_96407_9_20	N	SMC
SC_96407_46_38	N	EC
SC_96407_53_70	N	CM
SC_96407_48_30	N	EC
SC_97438_52_50	N	CM
SC_97438_62_67	N	CM
SC_97438_53_39	N	CM
SC_97438_10_42	N	CM
SC_97438_66_26	N	CM
SC_97438_54_37	N	CM
SC_97438_31_28	N	CM
SC_97438_59_13	N	SMC
SC_97438_11_31	N	EC
SC_97438_66_53	N	CM
SC_97438_29_29	N	CM
SC_97438_53_24	N	CM
SC_97438_33_35	N	CM
SC_97438_27_51	N	CM
SC_97438_50_66	N	CM
SC_97438_66_43	N	CM
SC_97438_14_55	N	CM
SC_97438_26_0	N	EC
SC_97438_28_3	N	CM
SC_97438_30_34	N	CM
SC_97438_10_46	N	CM
SC_97438_59_69	N	CM
SC_97438_14_53	N	CM
SC_97438_51_61	N	CM
SC_97438_2_11	N	CM
SC_97438_52_26	N	CM
SC_97438_37_46	N	CM
SC_97438_44_43	N	CM
SC_97438_48_44	N	CM
SC_97438_71_53	N	CM
SC_97438_17_46	N	CM
SC_97438_27_36	N	EC
SC_97438_36_67	N	CM
SC_97438_70_24	N	CM
SC_97438_22_40	N	CM
SC_97438_45_70	N	CM
SC_97438_41_47	N	CM
SC_97438_25_70	N	CM
SC_97438_62_30	N	CM
SC_97438_11_25	N	CM
SC_97438_17_70	N	CM
SC_97438_56_38	N	CM
SC_97438_18_32	N	CM
SC_97438_67_51	N	CM
SC_97438_20_26	N	CM
SC_97438_7_1	N	EC
SC_97438_31_4	N	CM
SC_97438_55_30	N	CM
SC_97438_15_24	N	CM
SC_97438_5_23	N	CM
SC_97438_51_59	N	CM
SC_97438_4_23	N	EC
SC_97438_65_10	N	CM
SC_97438_28_16	N	CM
SC_97438_7_64	N	CM
SC_97438_62_56	N	CM
SC_97438_16_54	N	SMC
SC_97438_2_7	N	CM
SC_97438_46_43	N	CM
SC_97438_67_52	N	CM
SC_97438_47_43	N	CM
SC_97438_55_22	N	CM
SC_97438_2_46	N	CM
SC_97438_57_20	N	CM
SC_97438_18_8	N	EC
SC_97438_69_56	N	SMC
SC_97438_26_49	N	CM
SC_97438_22_44	N	CM
SC_97438_10_18	N	CM
SC_97438_34_30	N	CM
SC_97438_50_69	N	CM
SC_97438_65_57	N	SMC
SC_97438_22_34	N	CM
SC_97438_22_0	N	CM
SC_97438_17_13	N	CM
SC_97438_20_14	N	CM
SC_97438_0_45	N	CM
SC_97438_43_43	N	CM
SC_97438_13_12	N	CM
SC_97438_32_18	N	CM
SC_97438_50_32	N	CM
SC_97438_68_31	N	CM
SC_97438_69_25	N	CM
SC_97438_65_28	N	CM
SC_97438_20_71	N	CM
SC_97438_33_40	N	CM
SC_97438_69_46	N	CM
SC_97438_49_67	N	CM
SC_97438_12_19	N	CM
SC_97438_19_31	N	CM
SC_97438_39_71	N	CM
SC_97438_23_40	N	CM
SC_97438_6_38	N	CM
SC_97438_63_47	N	CM
SC_97438_59_25	N	CM
SC_97438_37_68	N	CM
SC_97438_37_67	N	CM
SC_97438_12_44	N	CM
SC_97438_10_14	N	EC
SC_97438_39_35	N	CM
SC_97438_1_44	N	CM
SC_97438_62_26	N	CM
SC_97438_21_57	N	CM
SC_97438_23_1	N	CM
SC_97438_1_58	N	CM
SC_97438_52_41	N	CM
SC_97438_25_69	N	CM
SC_97438_2_49	N	CM
SC_97438_50_39	N	CM
SC_97438_7_21	N	CM
SC_97438_51_26	N	CM
SC_97438_17_17	N	CM
SC_97438_22_41	N	CM
SC_97438_10_49	N	CM
SC_97438_15_53	N	CM
SC_97438_16_25	N	CM
SC_97438_44_11	N	CM
SC_97438_54_25	N	CM
SC_97438_65_16	N	CM
SC_97438_65_33	N	CM
SC_97438_9_42	N	CM
SC_97438_38_47	N	EC
SC_97438_68_50	N	CM
SC_97438_9_15	N	CM
SC_97438_53_35	N	CM
SC_97438_2_57	N	MP
SC_97438_47_3	N	CM
SC_97438_8_67	N	CM
SC_97438_55_13	N	CM
SC_97438_24_11	N	CM
SC_97438_22_42	N	CM
SC_97438_55_59	N	CM
SC_97438_20_13	N	CM
SC_97438_5_41	N	EC
SC_97438_29_68	N	CM
SC_97438_59_37	N	CM
SC_97438_0_47	N	CM
SC_97438_51_54	N	CM
SC_97438_57_68	N	CM
SC_97438_4_64	N	CM
SC_97438_59_51	N	SMC
SC_97438_15_69	N	CM
SC_97438_64_69	N	CM
SC_97438_61_55	N	CM
SC_97438_48_41	N	CM
SC_97438_63_52	N	CM
SC_97438_15_60	N	CM
SC_97438_66_63	N	CM
SC_97438_21_15	N	CM
SC_97438_54_55	N	CM
SC_97438_48_63	N	CM
SC_97438_32_34	N	CM
SC_97438_25_49	N	CM
SC_97438_57_62	N	CM
SC_97438_6_8	N	CM
SC_97438_27_24	N	CM
SC_97438_66_68	N	CM
SC_97438_71_48	N	CM
SC_97438_49_53	N	CM
SC_97438_48_40	N	CM
SC_97438_1_60	N	CM
SC_97438_43_65	N	CM
SC_97438_42_44	N	FB
SC_97438_27_62	N	CM
SC_97438_16_53	N	CM
SC_97438_41_53	N	CM
SC_97438_67_29	N	CM
SC_97438_31_65	N	CM
SC_97438_53_51	N	CM
SC_97438_15_1	N	CM
SC_97438_70_35	N	CM
SC_97438_35_0	N	CM
SC_97438_36_47	N	CM
SC_97438_49_34	N	CM
SC_97438_29_65	N	CM
SC_97438_4_59	N	CM
SC_97438_16_65	N	CM
SC_97438_65_17	N	CM
SC_97438_20_53	N	CM
SC_97438_2_28	N	CM
SC_97438_5_43	N	CM
SC_97438_37_30	N	CM
SC_97438_5_24	N	CM
SC_97438_66_40	N	CM
SC_97438_2_16	N	CM
SC_97438_19_0	N	CM
SC_97438_71_25	N	CM
SC_97438_12_14	N	CM
SC_97438_24_30	N	CM
SC_97438_69_57	N	CM
SC_97438_0_22	N	MP
SC_97438_71_30	N	CM
SC_97438_55_64	N	CM
SC_97438_25_63	N	CM
SC_97438_54_19	N	CM
SC_97438_5_65	N	CM
SC_97438_55_66	N	CM
SC_97438_36_44	N	CM
SC_97438_64_64	N	CM
SC_97438_62_43	N	CM
SC_97438_46_61	N	CM
SC_97438_18_53	N	CM
SC_97438_19_14	N	CM
SC_97438_28_38	N	CM
SC_97438_16_13	N	CM
SC_97438_0_69	N	CM
SC_97438_53_37	N	CM
SC_97438_69_35	N	CM
SC_97438_3_48	N	CM
SC_97438_48_48	N	CM
SC_97438_50_20	N	CM
SC_97438_41_0	N	CM
SC_97438_63_57	N	CM
SC_97438_3_38	N	CM
SC_97438_48_39	N	CM
SC_97438_10_33	N	CM
SC_97438_61_41	N	CM
SC_97438_57_26	N	CM
SC_97438_71_33	N	CM
SC_97438_20_8	N	CM
SC_97438_5_36	N	CM
SC_97438_51_53	N	CM
SC_97438_5_18	N	SMC
SC_97438_65_11	N	CM
SC_97438_61_71	N	SMC
SC_97438_4_65	N	CM
SC_97438_1_65	N	CM
SC_97438_2_6	N	CM
SC_97438_45_0	N	CM
SC_97438_52_61	N	CM
SC_97438_64_60	N	CM
SC_97438_3_23	N	CM
SC_97438_16_18	N	CM
SC_97438_5_46	N	CM
SC_97438_69_28	N	CM
SC_97438_54_27	N	SMC
SC_97438_48_25	N	CM
SC_97438_48_52	N	CM
SC_97438_9_45	N	CM
SC_97438_70_36	N	CM
SC_97438_28_39	N	CM
SC_97438_60_29	N	CM
SC_97438_64_25	N	SMC
SC_97438_13_23	N	CM
SC_97438_27_47	N	CM
SC_97438_14_39	N	CM
SC_97438_70_48	N	CM
SC_97438_58_10	N	SMC
SC_97438_52_42	N	FB
SC_97438_47_31	N	CM
SC_97438_38_69	N	CM
SC_97438_27_46	N	CM
SC_97438_2_5	N	CM
SC_97438_9_9	N	CM
SC_97438_14_70	N	CM
SC_97438_53_52	N	CM
SC_97438_23_56	N	CM
SC_97438_71_44	N	CM
SC_97438_55_38	N	CM
SC_97438_59_50	N	CM
SC_97438_7_2	N	CM
SC_97438_40_64	N	CM
SC_97438_38_52	N	CM
SC_97438_10_16	N	CM
SC_97438_55_63	N	CM
SC_97438_64_58	N	CM
SC_97438_65_70	N	CM
SC_97438_34_57	N	CM
SC_97438_27_18	N	CM
SC_97438_45_29	N	CM
SC_97438_59_68	N	CM
SC_97438_18_11	N	CM
SC_97438_7_52	N	SMC
SC_97438_43_40	N	CM
SC_97438_25_29	N	CM
SC_97438_52_16	N	CM
SC_97438_70_34	N	CM
SC_97438_42_40	N	EC
SC_97438_3_26	N	EC
SC_97438_23_13	N	CM
SC_97438_67_37	N	CM
SC_97438_70_46	N	CM
SC_97438_28_13	N	CM
SC_97438_6_64	N	CM
SC_97438_40_65	N	CM
SC_97438_38_0	N	EC
SC_97438_39_18	N	MP
SC_97438_43_46	N	CM
SC_97438_31_51	N	CM
SC_97438_31_71	N	CM
SC_97438_45_35	N	CM
SC_97438_38_63	N	CM
SC_97438_2_41	N	CM
SC_97438_21_45	N	MP
SC_97438_25_13	N	CM
SC_97438_6_30	N	CM
SC_97438_50_62	N	CM
SC_97438_16_23	N	CM
SC_97438_18_14	N	CM
SC_97438_50_47	N	CM
SC_97438_27_10	N	CM
SC_97438_42_11	N	SMC
SC_97438_18_10	N	CM
SC_97438_67_56	N	CM
SC_97438_14_35	N	CM
SC_97438_46_39	N	CM
SC_97438_13_46	N	CM
SC_97438_50_61	N	SMC
SC_97438_41_69	N	CM
SC_97438_1_39	N	EC
SC_97438_8_71	N	CM
SC_97438_11_69	N	CM
SC_97438_35_17	N	SMC
SC_97438_22_71	N	CM
SC_97438_43_58	N	EC
SC_97438_45_21	N	CM
SC_97438_39_21	N	CM
SC_97438_60_39	N	CM
SC_97438_29_1	N	SMC
SC_97438_31_60	N	CM
SC_97438_16_20	N	EC
SC_97438_6_35	N	CM
SC_97438_2_61	N	EC
SC_97438_37_64	N	CM
SC_97438_5_62	N	CM
SC_97438_49_61	N	CM
SC_97438_30_45	N	CM
SC_97438_7_4	N	CM
SC_97438_45_58	N	CM
SC_97438_44_64	N	CM
SC_97438_65_68	N	CM
SC_97438_37_2	N	CM
SC_97438_70_63	N	CM
SC_97438_22_24	N	CM
SC_97438_28_50	N	CM
SC_97438_33_2	N	CM
SC_97438_25_37	N	EC
SC_97438_43_1	N	EC
SC_97438_64_43	N	CM
SC_97438_69_58	N	CM
SC_97438_2_27	N	CM
SC_97438_53_65	N	CM
SC_97438_17_12	N	CM
SC_97438_17_32	N	EC
SC_97438_3_41	N	CM
SC_97438_11_18	N	MP
SC_97438_59_64	N	MP
SC_97438_15_10	N	CM
SC_97438_17_47	N	CM
SC_97438_65_34	N	CM
SC_97438_51_71	N	CM
SC_97438_21_13	N	CM
SC_97438_34_65	N	CM
SC_97438_68_68	N	CM
SC_97438_12_67	N	FB
SC_97438_70_54	N	CM
SC_97438_59_38	N	CM
SC_97438_31_19	N	CM
SC_97438_63_63	N	CM
SC_97438_24_15	N	CM
SC_97438_15_29	N	CM
SC_97438_22_15	N	CM
SC_97438_30_62	N	SMC
SC_97438_0_65	N	CM
SC_97438_19_71	N	CM
SC_97438_56_23	N	CM
SC_97438_45_4	N	MP
SC_97438_21_37	N	SMC
SC_97438_21_19	N	CM
SC_97438_4_41	N	CM
SC_97438_61_21	N	CM
SC_97438_15_70	N	CM
SC_97438_68_34	N	CM
SC_97438_65_26	N	CM
SC_97438_66_57	N	CM
SC_97438_9_58	N	CM
SC_97438_17_36	N	CM
SC_97438_29_43	N	CM
SC_97438_41_66	N	EC
SC_97438_29_54	N	CM
SC_97438_4_46	N	CM
SC_97438_12_52	N	CM
SC_97438_10_71	N	CM
SC_97438_24_71	N	CM
SC_97438_7_37	N	CM
SC_97438_61_43	N	CM
SC_97438_64_40	N	CM
SC_97438_37_36	N	CM
SC_97438_59_33	N	CM
SC_97438_14_30	N	CM
SC_97438_61_33	N	CM
SC_97438_11_13	N	CM
SC_97438_24_26	N	CM
SC_97438_67_6	N	CM
SC_97438_64_50	N	CM
SC_97438_16_51	N	CM
SC_97438_8_50	N	EC
SC_97438_1_13	N	CM
SC_97438_70_53	N	CM
SC_97438_65_54	N	CM
SC_97438_43_68	N	CM
SC_97438_17_44	N	EC
SC_97438_4_54	N	CM
SC_97438_12_63	N	CM
SC_97438_30_10	N	CM
SC_97438_53_69	N	CM
SC_97438_55_31	N	CM
SC_97438_10_23	N	CM
SC_97438_18_41	N	CM
SC_97438_55_65	N	CM
SC_97438_55_69	N	CM
SC_97438_10_21	N	CM
SC_97438_14_25	N	CM
SC_97438_8_37	N	CM
SC_97438_7_65	N	CM
SC_97438_39_33	N	EC
SC_97438_12_1	N	MP
SC_97438_21_49	N	CM
SC_97438_29_61	N	CM
SC_97438_68_60	N	CM
SC_97438_36_45	N	FB
SC_97438_34_43	N	FB
SC_97438_25_28	N	CM
SC_97438_38_61	N	CM
SC_97438_11_44	N	CM
SC_97438_28_1	N	CM
SC_97438_1_15	N	CM
SC_97438_14_11	N	CM
SC_97438_70_37	N	CM
SC_97438_63_9	N	CM
SC_97438_32_28	N	CM
SC_97438_9_12	N	CM
SC_97438_32_20	N	CM
SC_97438_64_44	N	CM
SC_97438_52_60	N	CM
SC_97438_29_47	N	CM
SC_97438_10_37	N	CM
SC_97438_2_45	N	CM
SC_97438_62_49	N	CM
SC_97438_3_18	N	CM
SC_97438_66_65	N	CM
SC_97438_44_45	N	CM
SC_97438_40_7	N	CM
SC_97438_65_50	N	CM
SC_97438_2_13	N	CM
SC_97438_61_59	N	CM
SC_97438_51_64	N	CM
SC_97438_54_38	N	CM
SC_97438_6_23	N	EC
SC_97438_10_19	N	CM
SC_97438_40_32	N	EC
SC_97438_39_54	N	CM
SC_97438_4_36	N	CM
SC_97438_65_48	N	CM
SC_97438_5_9	N	EC
SC_97438_23_43	N	CM
SC_97438_20_30	N	CM
SC_97438_12_13	N	CM
SC_97438_51_45	N	CM
SC_97438_70_71	N	CM
SC_97438_4_44	N	CM
SC_97438_40_71	N	CM
SC_97438_44_66	N	CM
SC_97438_17_18	N	CM
SC_97438_39_69	N	CM
SC_97438_1_47	N	CM
SC_97438_57_66	N	CM
SC_97438_2_10	N	MP
SC_97438_28_17	N	CM
SC_97438_19_34	N	CM
SC_97438_54_61	N	CM
SC_97438_6_19	N	CM
SC_97438_52_71	N	CM
SC_97438_66_31	N	CM
SC_97438_10_17	N	CM
SC_97438_31_64	N	CM
SC_97438_36_61	N	CM
SC_97438_37_25	N	CM
SC_97438_53_59	N	CM
SC_97438_65_37	N	CM
SC_97438_38_28	N	SMC
SC_97438_59_3	N	CM
SC_97438_16_68	N	CM
SC_97438_62_60	N	CM
SC_97438_10_7	N	CM
SC_97438_22_60	N	CM
SC_97438_64_47	N	CM
SC_97438_22_52	N	CM
SC_97438_33_34	N	CM
SC_97438_1_6	N	CM
SC_97438_10_70	N	CM
SC_97438_23_19	N	CM
SC_97438_52_40	N	CM
SC_97438_27_27	N	CM
SC_97438_50_44	N	CM
SC_97438_44_62	N	CM
SC_97438_8_28	N	CM
SC_97438_30_64	N	CM
SC_97438_24_19	N	CM
SC_97438_33_59	N	CM
SC_97438_30_48	N	CM
SC_97438_68_36	N	CM
SC_97438_59_32	N	CM
SC_97438_14_31	N	EC
SC_97438_62_71	N	CM
SC_97438_0_11	N	EC
SC_97438_50_42	N	CM
SC_97438_3_53	N	CM
SC_97438_68_24	N	CM
SC_97438_19_51	N	CM
SC_97438_30_29	N	CM
SC_97438_42_63	N	CM
SC_97438_65_65	N	CM
SC_97438_5_17	N	CM
SC_97438_59_31	N	CM
SC_97438_48_56	N	CM
SC_97438_57_40	N	CM
SC_97438_46_67	N	CM
SC_97438_55_61	N	CM
SC_97438_40_52	N	EC
SC_97438_32_65	N	CM
SC_97438_8_35	N	CM
SC_97438_18_16	N	CM
SC_97438_13_54	N	CM
SC_97438_35_44	N	FB
SC_97438_60_49	N	CM
SC_97438_28_32	N	CM
SC_97438_1_10	N	EC
SC_97438_13_18	N	CM
SC_97438_19_22	N	CM
SC_97438_28_40	N	CM
SC_97438_1_43	N	EC
SC_97438_48_19	N	CM
SC_97438_18_0	N	CM
SC_97438_66_61	N	CM
SC_97438_56_27	N	CM
SC_97438_19_16	N	CM
SC_97438_63_42	N	CM
SC_97438_55_68	N	CM
SC_97438_25_62	N	CM
SC_97438_13_71	N	CM
SC_97438_64_35	N	CM
SC_97438_18_51	N	CM
SC_97438_62_38	N	CM
SC_97438_43_71	N	CM
SC_97438_7_42	N	CM
SC_97438_27_5	N	CM
SC_97438_3_33	N	SMC
SC_97438_24_70	N	CM
SC_97438_17_50	N	CM
SC_97438_51_68	N	CM
SC_97438_6_62	N	CM
SC_97438_54_31	N	CM
SC_97438_36_62	N	CM
SC_97438_28_25	N	CM
SC_97438_25_27	N	CM
SC_97438_23_21	N	CM
SC_97438_26_60	N	CM
SC_97438_61_51	N	CM
SC_97438_46_70	N	SMC
SC_97438_50_51	N	FB
SC_97438_50_71	N	CM
SC_97438_64_23	N	CM
SC_97438_53_44	N	EC
SC_97438_2_4	N	CM
SC_97438_4_67	N	CM
SC_97438_37_29	N	EC
SC_97438_6_18	N	CM
SC_97438_52_45	N	CM
SC_97438_40_63	N	CM
SC_97438_10_24	N	CM
SC_97438_61_65	N	CM
SC_97438_19_21	N	EC
SC_97438_50_58	N	SMC
SC_97438_54_68	N	CM
SC_97438_44_39	N	CM
SC_97438_71_60	N	CM
SC_97438_0_41	N	CM
SC_97438_47_52	N	CM
SC_97438_70_15	N	CM
SC_97438_37_43	N	CM
SC_97438_28_44	N	CM
SC_97438_7_50	N	SMC
SC_97438_58_31	N	CM
SC_97438_64_18	N	CM
SC_97438_59_57	N	CM
SC_97438_16_36	N	CM
SC_97438_14_2	N	CM
SC_97438_17_57	N	CM
SC_97438_21_20	N	CM
SC_97438_35_25	N	CM
SC_97438_69_71	N	SMC
SC_97438_10_13	N	CM
SC_97438_57_34	N	MP
SC_97438_51_63	N	CM
SC_97438_23_48	N	CM
SC_97438_57_64	N	CM
SC_97438_3_67	N	CM
SC_97438_5_19	N	CM
SC_97438_59_24	N	CM
SC_97438_59_54	N	CM
SC_97438_16_43	N	CM
SC_97438_70_68	N	CM
SC_97438_51_37	N	CM
SC_97438_61_26	N	CM
SC_97438_24_62	N	CM
SC_97438_57_53	N	EC
SC_97438_12_10	N	EC
SC_97438_59_61	N	CM
SC_97438_22_22	N	CM
SC_97438_60_53	N	CM
SC_97438_16_12	N	CM
SC_97438_26_17	N	CM
SC_97438_36_2	N	EC
SC_97438_30_69	N	CM
SC_97438_16_58	N	CM
SC_97438_50_27	N	CM
SC_97438_23_64	N	CM
SC_97438_26_18	N	CM
SC_97438_49_24	N	CM
SC_97438_52_27	N	CM
SC_97452_35_42	N	CM
SC_97452_6_24	N	EC
SC_97452_35_3	N	CM
SC_97452_27_8	N	MP
SC_97452_27_6	N	CM
SC_97452_10_42	N	CM
SC_97452_4_42	N	CM
SC_97452_54_37	N	CM
SC_97452_44_0	N	SMC
SC_97452_8_5	N	EC
SC_97452_18_20	N	CM
SC_97452_28_4	N	CM
SC_97452_31_1	N	CM
SC_97452_25_38	N	CM
SC_97452_53_24	N	MP
SC_97452_26_0	N	EC
SC_97452_28_3	N	CM
SC_97452_37_41	N	CM
SC_97452_49_5	N	EC
SC_97452_8_25	N	EC
SC_97452_2_26	N	EC
SC_97452_59_55	N	EC
SC_97452_52_26	N	SMC
SC_97452_48_8	N	EC
SC_97452_41_56	N	EC
SC_97452_47_9	N	EC
SC_97452_15_38	N	CM
SC_97452_29_25	N	CM
SC_97452_17_46	N	CM
SC_97452_27_36	N	CM
SC_97452_37_10	N	EC
SC_97452_59_2	N	SMC
SC_97452_45_70	N	CM
SC_97452_38_46	N	CM
SC_97452_17_26	N	EC
SC_97452_24_39	N	CM
SC_97452_14_38	N	CM
SC_97452_67_27	N	CM
SC_97452_29_8	N	CM
SC_97452_66_37	N	CM
SC_97452_28_27	N	CM
SC_97452_57_32	N	SMC
SC_97452_29_44	N	CM
SC_97452_3_19	N	CM
SC_97452_15_31	N	EC
SC_97452_18_32	N	EC
SC_97452_46_46	N	CM
SC_97452_20_5	N	EC
SC_97452_23_60	N	CM
SC_97452_58_4	N	EC
SC_97452_13_29	N	MP
SC_97452_55_1	N	SMC
SC_97452_62_28	N	EC
SC_97452_22_5	N	EC
SC_97452_9_10	N	EC
SC_97452_3_14	N	CM
SC_97452_53_30	N	EC
SC_97452_29_18	N	CM
SC_97452_17_37	N	CM
SC_97452_2_32	N	SMC
SC_97452_47_43	N	CM
SC_97452_2_46	N	CM
SC_97452_47_5	N	EC
SC_97452_15_21	N	CM
SC_97452_18_35	N	FB
SC_97452_29_16	N	CM
SC_97452_8_43	N	CM
SC_97452_41_35	N	EC
SC_97452_66_16	N	CM
SC_97452_4_24	N	EC
SC_97452_19_42	N	CM
SC_97452_22_34	N	EC
SC_97452_54_7	N	EC
SC_97452_64_5	N	CM
SC_97452_24_13	N	CM
SC_97452_46_24	N	SMC
SC_97452_24_1	N	SMC
SC_97452_1_8	N	EC
SC_97452_61_8	N	EC
SC_97452_11_35	N	EC
SC_97452_16_4	N	CM
SC_97452_50_2	N	EC
SC_97452_46_35	N	EC
SC_97452_68_43	N	CM
SC_97452_2_23	N	CM
SC_97452_7_40	N	CM
SC_97452_23_40	N	CM
SC_97452_12_44	N	CM
SC_97452_62_10	N	EC
SC_97452_48_6	N	SMC
SC_97452_8_0	N	FB
SC_97452_15_30	N	EC
SC_97452_70_40	N	CM
SC_97452_5_6	N	EC
SC_97452_37_3	N	EC
SC_97452_23_34	N	EC
SC_97452_65_18	N	CM
SC_97452_31_36	N	CM
SC_97452_19_37	N	CM
SC_97452_2_19	N	CM
SC_97452_22_41	N	CM
SC_97452_23_35	N	EC
SC_97452_57_10	N	EC
SC_97452_18_13	N	CM
SC_97452_16_25	N	EC
SC_97452_33_13	N	CM
SC_97452_61_36	N	CM
SC_97452_6_6	N	SMC
SC_97452_47_3	N	EC
SC_97452_45_46	N	CM
SC_97452_54_6	N	SMC
SC_97452_26_23	N	CM
SC_97452_67_13	N	CM
SC_97452_53_6	N	EC
SC_97452_15_14	N	CM
SC_97452_48_24	N	EC
SC_97452_29_57	N	CM
SC_97452_23_39	N	CM
SC_97452_45_31	N	FB
SC_97452_44_44	N	CM
SC_97452_69_38	N	CM
SC_97452_56_11	N	MP
SC_97452_70_19	N	CM
SC_97452_6_40	N	CM
SC_97452_16_38	N	CM
SC_97452_58_46	N	CM
SC_97452_1_1	N	EC
SC_97452_10_15	N	CM
SC_97452_42_35	N	EC
SC_97452_40_8	N	EC
SC_97452_23_20	N	CM
SC_97452_19_13	N	CM
SC_97452_12_37	N	CM
SC_97452_18_36	N	CM
SC_97452_3_44	N	CM
SC_97452_60_8	N	SMC
SC_97452_54_34	N	EC
SC_97452_30_28	N	CM
SC_97452_70_17	N	CM
SC_97452_60_2	N	SMC
SC_97452_23_69	N	CM
SC_97452_49_34	N	EC
SC_97452_66_38	N	CM
SC_97452_51_28	N	EC
SC_97452_55_39	N	CM
SC_97452_62_0	N	SMC
SC_97452_3_37	N	CM
SC_97452_6_41	N	CM
SC_97452_14_22	N	CM
SC_97452_24_44	N	CM
SC_97452_70_43	N	CM
SC_97452_11_33	N	EC
SC_97452_42_54	N	EC
SC_97452_59_11	N	EC
SC_97452_62_43	N	CM
SC_97452_47_32	N	EC
SC_97452_28_38	N	CM
SC_97452_51_30	N	SMC
SC_97452_63_31	N	CM
SC_97452_12_15	N	CM
SC_97452_8_23	N	CM
SC_97452_25_30	N	SMC
SC_97452_0_16	N	CM
SC_97452_19_33	N	EC
SC_97452_2_37	N	CM
SC_97452_44_47	N	CM
SC_97452_4_16	N	CM
SC_97452_9_11	N	SMC
SC_97452_20_8	N	SMC
SC_97452_21_34	N	FB
SC_97452_45_0	N	EC
SC_97452_70_55	N	CM
SC_97452_46_7	N	EC
SC_97452_1_41	N	CM
SC_97452_52_34	N	EC
SC_97452_30_36	N	CM
SC_97452_61_3	N	MP
SC_97452_49_48	N	MP
SC_97452_59_43	N	CM
SC_97452_70_12	N	CM
SC_97452_9_45	N	CM
SC_97452_45_5	N	SMC
SC_97452_64_49	N	CM
SC_97452_14_21	N	CM
SC_97452_24_46	N	CM
SC_97452_47_46	N	CM
SC_97452_29_30	N	CM
SC_97452_34_52	N	CM
SC_97452_2_5	N	EC
SC_97452_7_24	N	EC
SC_97452_59_28	N	EC
SC_97452_44_33	N	EC
SC_97452_1_9	N	EC
SC_97452_34_48	N	CM
SC_97452_17_33	N	MP
SC_97452_47_44	N	CM
SC_97452_11_10	N	EC
SC_97452_30_9	N	CM
SC_97452_69_29	N	CM
SC_97452_68_45	N	CM
SC_97452_28_19	N	CM
SC_97452_39_27	N	EC
SC_97452_0_7	N	MP
SC_97452_9_27	N	EC
SC_97452_41_43	N	CM
SC_97452_17_5	N	SMC
SC_97452_66_29	N	CM
SC_97452_67_32	N	CM
SC_97452_54_40	N	CM
SC_97452_16_24	N	EC
SC_97452_28_52	N	CM
SC_97452_5_12	N	CM
SC_97452_54_18	N	CM
SC_97452_43_6	N	SMC
SC_97452_38_0	N	MP
SC_97452_23_5	N	EC
SC_97452_20_43	N	CM
SC_97452_31_51	N	CM
SC_97452_34_21	N	CM
SC_97452_60_11	N	EC
SC_97452_31_24	N	CM
SC_97452_36_9	N	SMC
SC_97452_57_41	N	CM
SC_97452_43_32	N	EC
SC_97452_32_3	N	CM
SC_97452_13_46	N	CM
SC_97452_21_11	N	EC
SC_97452_28_0	N	CM
SC_97452_69_40	N	CM
SC_97452_51_7	N	EC
SC_97452_29_40	N	CM
SC_97452_69_24	N	CM
SC_97452_1_2	N	EC
SC_97452_52_25	N	EC
SC_97452_3_2	N	EC
SC_97452_9_18	N	CM
SC_97452_16_20	N	CM
SC_97452_52_33	N	SMC
SC_97452_29_10	N	CM
SC_97452_29_7	N	CM
SC_97452_35_48	N	CM
SC_97452_9_35	N	EC
SC_97452_42_1	N	EC
SC_97452_24_36	N	CM
SC_97452_62_5	N	MP
SC_97452_33_2	N	CM
SC_97452_66_28	N	CM
SC_97452_11_38	N	CM
SC_97452_6_12	N	CM
SC_97452_67_5	N	CM
SC_97452_25_37	N	CM
SC_97452_64_43	N	CM
SC_97452_17_32	N	EC
SC_97452_67_22	N	CM
SC_97452_11_18	N	CM
SC_97452_17_47	N	CM
SC_97452_21_10	N	SMC
SC_97452_13_43	N	CM
SC_97452_65_24	N	CM
SC_97452_57_43	N	CM
SC_97452_69_47	N	CM
SC_97452_21_13	N	CM
SC_97452_63_48	N	CM
SC_97452_20_31	N	EC
SC_97452_28_35	N	CM
SC_97452_26_26	N	EC
SC_97452_24_15	N	CM
SC_97452_62_36	N	CM
SC_97452_35_8	N	CM
SC_97452_1_46	N	CM
